lista,votos,electores
Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria),78613,162769
Carrió - Giustiniani (Alianza Confederacion Coalicion Civica),20361,162769
Lavagna - Morales (Alianza Concertacion Para Una Nacion Avanzada),11960,162769
"Rodriguez Saá - Maya (Alianza Frente Justicia, Union Y Libertad)",1924,162769
Pitrola - Arroyos (Obrero),809,162769
Ripoll - Bidonde (Movimiento Socialista De Los Trabajadores),529,162769
Sobisch - Asís,390,162769
Montes - Heberling (Alianza Frente P.t.s. - M.a.s. - Izquierda Socialista),111,162769
Breide Obeid - Vergara (Popular De La Reconstruccion),69,162769
Ammann - Deleonardi (Alianza Frente Amplio Hacia La 		Unidad Latinoamericana),17,162769
Mussa - Nespral (Confederacion Lealtad Popular),15,162769
Castells - Pelozo (Movimiento Independiente De Jubilados Y Desocupados),14,162769
Solanas - Cadelli (Socialista Autentico),7,162769
López Murphy - Bullrich (Recrear Para El Crecimiento),0,162769
Votos Blancos,6308,162769
Votos Nulos,1408,162769
