lista,votos,electores,cargos
Frente Justicialista Popular,121692,316899,9
Union Civica Radical,76658,316899,5
Alianza Bloquista,27004,316899,1
Alianza De Centro,15982,316899,1
Cruzada Renovadora,11236,316899,0
Alianza Izquierda Unida,4855,316899,0
Alianza Unidad Socialista,1637,316899,0
De Los Jubilados,1526,316899,0
Frente Humanista - Verde,827,316899,0
Votos En Blanco,5701,316899,0
Votos Nulos,8338,316899,0
