lista,votos,electores
Alianza Frente Para La Victoria: Fernández De Kirchner - Boudou,10762217,28861196
Alianza Unión Para El Desarrollo Social: Alfonsín - González Fraga,2614211,28861196
Alianza Frente Popular: Duhalde - Das Neves,2595996,28861196
Alianza Frente Amplio Progresista: Binner - Morandini,2180110,28861196
Alianza Compromiso Federal: Rodríguez Saa - Vernet,1749971,28861196
Coalición Cívica - Afirmación Para Una República Igualitaria: Carrió - Pérez,689033,28861196
Alianza Frente De Izquierda Y De Los Trabajadores: 	Altamira - Castillo,527237,28861196
Alianza Proyecto Sur: Argumedo - Cardelli,190094,28861196
Movimiento De Acción Vecinal: Pastore - Rodríguez,65031,28861196
Del Campo Popular: 	Bonacci - Villena,48774,28861196
Votos En Blanco,1007753,28861196
Votos Nulos,274951,28861196
