lista,votos,electores
Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico),199699,873935
Kirchner-Scioli (Alianza Frente Para La Victoria),153171,873935
López Murphy-Gómez Diez (Alianza Movimiento Federal Para Recrear El Crecimiento),122383,873935
Rodríguez Saa-Posse (Alianza Frente Movimiento Popular - Union Y Libertad),80867,873935
Carrió-Gutiérrez (Alianza Afirmacion Para Una Republica Igualitaria),49005,873935
Walsh-Parrilli (Alianza Izquierda Unida),5552,873935
Moreau-Losada (Union Civica Radical),5547,873935
Altamira-Salas (Obrero),4845,873935
Bravo-Giustiniani (Socialista),3300,873935
Sullings-Ambrosio (Humanista),2872,873935
Venturino-Pinto Kramer (Confederacion Para Que Se Vayan Todos),2099,873935
Herrera-Cuneo (Democrata Cristiano),1871,873935
Zaffore-Perié (Movimiento De Integracion Y Desarrollo),1711,873935
Mazzitelli-Camps (Socialista Autentico),1644,873935
Breide Obeid-Vasena (Popular De La Reconstruccion),1162,873935
Terán-Bonacci (Movimiento Por La Dignidad Y La Independencia),1017,873935
Arcagni-Zenof (Alianza Tiempos De Cambio - Union Popular),52,873935
Mussa-Suárez (Alianza Unidos O Dominados),21,873935
Votos Blancos,5286,873935
Votos Nulos,10660,873935
