lista,votos,electores,cargos
Perón - Quijano 	(Alianza Laborista – Unión Cívica Radical Junta Renovadora),450778,989506,88
Tamborini - Mosca 	(Alianza Unión Democrática),322881,989506,0
Demócrata Nacional,27270,989506,0
Votos Blancos Y Nulos,20846,989506,0
