lista,votos,electores
Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria),434549,950080
Lavagna - Morales (Alianza Concertacion Para Una Nacion Avanzada),108733,950080
Carrió - Giustiniani (Alianza Confederacion Coalicion Civica),82215,950080
"Rodriguez Saá - Maya (Alianza Frente Justicia, Union Y Libertad)",21365,950080
López Murphy - Bullrich (Recrear Para El Crecimiento),13268,950080
Sobisch - Asís,9629,950080
Pitrola - Arroyos (Obrero),5936,950080
Ripoll - Bidonde (Movimiento Socialista De Los Trabajadores),3850,950080
Montes - Heberling (Alianza Frente P.t.s. - M.a.s. - Izquierda Socialista),3289,950080
Ammann - Deleonardi (Alianza Frente Amplio Hacia La 		Unidad Latinoamericana),3315,950080
Solanas - Cadelli (Socialista Autentico),2749,950080
Castells - Pelozo (Movimiento Independiente De Jubilados Y Desocupados),2623,950080
Breide Obeid - Vergara (Popular De La Reconstruccion),1714,950080
Mussa - Nespral (Confederacion Lealtad Popular),44,950080
Votos Blancos,23145,950080
Votos Nulos,8132,950080
