X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
605,123° Período Legislativo - Ordinario - 23º Sesión,"Orden del Dia 1500 Ni, Expediente S-77/04, S-334/04, S-2479/04, S-3096/04, S-1531/05, S-2602/05 y PE-442/05. Votacion en particular Artículo 4º",2005,2005-11-23,21:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",60,12,0,41,19,NA,"Dictamen en los proyectos de ley por los cuales el Gobierno Nacional, los Gobiernos Provinciales y la Ciudad Autónoma de Buenos Aires, deberán aumentar la inversión en educación entre los años 2006 y 2010, hasta alcanzar en conjunto una participación del 6% del Producto Bruto Interno. Orden del Dia 1500 Ni (S-77/04, S-334/04, S-2479/04, S-3096/04, S-1531/05, S-2602/05 y PE-442/05). Votacion en particular Artículo 4º",ninguna,1.24.4
606,123° Período Legislativo - Ordinario - 23º Sesión,"Orden del Dia 1500 Ni, Expediente S-77/04, S-334/04, S-2479/04, S-3096/04, S-1531/05, S-2602/05 y PE-442/05. Votacion en particular Artículo 5º",2005,2005-11-23,21:31:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",60,12,1,40,19,NA,"Dictamen en los proyectos de ley por los cuales el Gobierno Nacional, los Gobiernos Provinciales y la Ciudad Autónoma de Buenos Aires, deberán aumentar la inversión en educación entre los años 2006 y 2010, hasta alcanzar en conjunto una participación del 6% del Producto Bruto Interno. Orden del Dia 1500 Ni (S-77/04, S-334/04, S-2479/04, S-3096/04, S-1531/05, S-2602/05 y PE-442/05). Votacion en particular Artículo 5º",ninguna,1.24.5
607,123° Período Legislativo - Ordinario - 23º Sesión,"Orden del Dia 1500 Ni, Expediente S-77/04, S-334/04, S-2479/04, S-3096/04, S-1531/05, S-2602/05 y PE-442/05. Votacion en particular Artículo 6º",2005,2005-11-23,21:32:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",60,12,0,44,16,NA,"Dictamen en los proyectos de ley por los cuales el Gobierno Nacional, los Gobiernos Provinciales y la Ciudad Autónoma de Buenos Aires, deberán aumentar la inversión en educación entre los años 2006 y 2010, hasta alcanzar en conjunto una participación del 6% del Producto Bruto Interno. Orden del Dia 1500 Ni (S-77/04, S-334/04, S-2479/04, S-3096/04, S-1531/05, S-2602/05 y PE-442/05). Votacion en particular Artículo 6º",ninguna,1.24.6
608,123° Período Legislativo - Ordinario - 23º Sesión,"Orden del Dia 1500 Ni, Expediente S-77/04, S-334/04, S-2479/04, S-3096/04, S-1531/05, S-2602/05 y PE-442/05. Votacion en particular Artículo 7º",2005,2005-11-23,21:44:00,Miembros del cuerpo,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",60,12,0,43,17,NA,"Dictamen en los proyectos de ley por los cuales el Gobierno Nacional, los Gobiernos Provinciales y la Ciudad Autónoma de Buenos Aires, deberán aumentar la inversión en educación entre los años 2006 y 2010, hasta alcanzar en conjunto una participación del 6% del Producto Bruto Interno. Orden del Dia 1500 Ni (S-77/04, S-334/04, S-2479/04, S-3096/04, S-1531/05, S-2602/05 y PE-442/05). Votacion en particular Artículo 7º",ninguna,1.24.7
609,123° Período Legislativo - Ordinario - 23º Sesión,"Orden del Dia 1500 Ni, Expediente S-77/04, S-334/04, S-2479/04, S-3096/04, S-1531/05, S-2602/05 y PE-442/05. Votacion en particular Artículos 8º a 20º",2005,2005-11-23,21:45:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",60,12,0,60,0,NA,"Dictamen en los proyectos de ley por los cuales el Gobierno Nacional, los Gobiernos Provinciales y la Ciudad Autónoma de Buenos Aires, deberán aumentar la inversión en educación entre los años 2006 y 2010, hasta alcanzar en conjunto una participación del 6% del Producto Bruto Interno. Orden del Dia 1500 Ni (S-77/04, S-334/04, S-2479/04, S-3096/04, S-1531/05, S-2602/05 y PE-442/05). Votacion en particular Artículos 8º a 20º",ninguna,1.24.8
610,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1623 Ni, Expediente CD-19/05. Votacion en general y en particular",2005,2005-11-30,19:00:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",45,27,0,45,0,NA,Dictamen en el proyecto de ley en revisión modificando la ley 24193 (Transplante de Órganos) sobre Autorización Tácita. Orden del Dia 1623 Ni (CD-19/05). Votacion en general y en particular,ninguna,1.25.0
611,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1593 Ni, Expediente CD-37/05. Votacion en general y en particular",2005,2005-11-30,19:05:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",46,26,0,46,0,NA,Dictamen en el proyecto de ley en revisión modificando la ley 25964 relativo al Régimen de Tasa de Actuación del Tribunal Fiscal de la Nación respecto del cobro coactivo de importes en mora. Orden del Dia 1593 Ni (CD-37/05). Votacion en general y en particular,ninguna,1.25.1
612,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1399, Expediente S-3000/05. Votacion en general y en particular",2005,2005-11-30,19:07:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",43,29,0,43,0,NA,"Dictamen en el proyecto de ley transfiriendo un inmueble del Estado Nacional a la Municipalidad de Tres Isletas, Chaco. Orden del Dia 1399 (S-3000/05). Votacion en general y en particular",ninguna,1.25.2
613,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1381, Expediente S-2683/05. Votacion en general y en particular",2005,2005-11-30,19:08:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",47,25,0,46,1,NA,"Dictamen en el proyecto de ley modificando la ley 21188, creación de un Juzgado Federal, una Fiscalia y una Defensoria General en Presidencia Roque Saenz Peña, Chaco. Orden del Dia 1381 (S-2683/05). Votacion en general y en particular",ninguna,1.25.3
614,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 855, Expediente S-1397/05. Votacion en general y en particular",2005,2005-11-30,19:10:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",44,28,0,44,0,NA,Dictamen en el proyecto de ley transfiriendo fracciones de terreno propiedad del Estado Nacional a la Provincia de San Juan. Orden del Dia 855 (S-1397/05). Votacion en general y en particular,ninguna,1.25.4
615,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1452, Expediente S-2119/04. Votacion en general y en particular",2005,2005-11-30,19:12:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",44,28,0,44,0,NA,"Dictamen en el proyecto de ley declarando Monumento Histórico Nacional al edificio de la Escuela Normal Superior Nº 2 Juan Maria Gutierrez de Rosario, Santa Fe. Orden del Dia 1452 (S-2119/04). Votacion en general y en particular",ninguna,1.25.5
616,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 513, Expediente S-3120/04. Votacion en general y en particular",2005,2005-11-30,19:13:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",42,30,0,42,0,NA,Dictamen en el proyecto de ley creando el Sistema de Información Permanente sobre Recursos Humanos en Salud. Orden del Dia 513 (S-3120/04). Votacion en general y en particular,ninguna,1.25.6
617,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1373, Expediente PE-430/05. Votacion en general y en particular",2005,2005-11-30,19:14:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",43,29,0,43,0,0,"Dictamen en el Mensaje Nº 975/05 y Proyecto de ley aprobando el Acuerdo para la Facilitación de Actividades Empresariales en el MERCOSUR, suscripto en Belo Horizonte, República Federativa del Brasil, el 16 de Diciembre de 2004. Orden del Dia 1373 (PE-430/05). Votacion en general y en particular",ninguna,1.25.7
618,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1374, Expediente PE-431/05. Votacion en general y en particular",2005,2005-11-30,19:16:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",39,33,0,39,0,0,"Dictamen en el Mensaje Nº 976/05 y Proyecto de ley aprobando el Acuerdo con el Gobierno de la República del Peru sobre Cooperación en Materia de Desastres, suscripto en Bs.As, el 11 de Junio de 2004. Orden del Dia 1374 (PE-431/05). Votacion en general y en particular",ninguna,1.25.8
619,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1375, Expediente PE-433/05. Votacion en general y en particular",2005,2005-11-30,19:17:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",41,31,0,41,0,0,"Dictamen en el Mensaje Nº 995/05 Comunicando la Fe de Erratas al Acuerdo sobre Exención de Visas entre los Estados Partes del MERCOSUR, suscripto en Florianopolis República Federativa del Brasil- el 15 de Diciembre de 2000, Firmada en la Ciudad de Puerto Iguazú el 7 de Julio de 2004. Orden del Dia 1375 (PE-433/05). Votacion en general y en particular",ninguna,1.25.9
620,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1376, Expediente PE-434/05. Votacion en general y en particular",2005,2005-11-30,19:18:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",43,29,0,43,0,0,"Dictamen en el Mensaje Nº 996/05 Comunicando la Fe de Erratas al Acuerdo de Asistencia Jurídica Mutua en Asuntos Penales entre los Estados Partes del Mercorsur, la República de Bolivia y la Republica de Chile, suscripto en Bs.As, el 18 de Febrero de 2002. Orden del Dia 1376 (PE-434/05). Votacion en general y en particular",ninguna,1.25.10
621,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1377, Expediente PE-435/05. Votacion en general y en particular",2005,2005-11-30,19:20:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",44,28,0,44,0,0,"Dictamen en el Mensaje Nº 1006/05 y Proyecto de ley aprobando el Acuerdo sobre Traslado de Personas Condenadas entre los Estados Partes del MERCOSUR, suscripto en Belo Horizonte, Brasil, el 16 de Diciembre de 2004. Orden del Dia 1377 (PE-435/05). Votacion en general y en particular",ninguna,1.25.11
622,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1378, Expediente PE-436/05. Votacion en general y en particular",2005,2005-11-30,19:21:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",43,29,0,43,0,0,"Dictamen en el Mensaje Nº 1007/05 y Proyecto de ley aprobando el Acuerdo sobre Traslado de Personas Condenadas entre los Paises miembros del MERCOSUR y la Republica de Chile y la Republica de Bolivia, suscripto en Belo Horizonte, Brasil, el 16 de Diciembre de 2004. Orden del Dia 1378 (PE-436/05). Votacion en general y en particular",ninguna,1.25.12
623,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 502, Expediente CD-130/04. Votacion en general y en particular",2005,2005-11-30,19:23:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",44,28,0,44,0,0,Proyecto de ley en revision sobre creación de Juzgados Federales en la Provincia de Entre Rios Orden del Dia 502 (CD-130/04). Votacion en general y en particular,ninguna,1.25.13
624,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 333, Expediente S-695/05. Votacion en general y en particular",2005,2005-11-30,19:25:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",43,29,0,43,0,0,Proyecto de ley denominando «Camino de la Paz Juan Pablo II» a un tramo de la Ruta Nacional N° 7 entre los departamentos de la Paz (Km.865) y las Heras (Km. 1236) en la Pcia. de Mendoza. Orden del Dia 333 (S-695/05). Votacion en general y en particular,ninguna,1.25.14
625,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1371, Expediente S-1586/05. Votacion en general y en particular",2005,2005-11-30,19:26:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",44,28,0,44,0,0,Dictamen en el proyecto de ley instituyendo el Premio Nacional de Periodismo Mariano Moreno. Orden del Dia 1371 (S-1586/05). Votacion en general y en particular,ninguna,1.25.15
626,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1406, Expediente S-3116/05. Votacion en general y en particular",2005,2005-11-30,19:28:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",45,27,0,45,0,0,"Dictamen en el proyecto de ley transfiriendo a titulo gratuito a favor de la Municipalidad de Diamante, Pcia. de Entre Rios, el dominio del inmueble propiedad del Estado Nacional. Orden del Dia 1406 (S-3116/05). Votacion en general y en particular",ninguna,1.25.16
627,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1269, Expediente CD-32/05. Votacion en general y en particular",2005,2005-11-30,19:29:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",45,27,0,45,0,0,Dictamen en el proyecto de ley en revision instituyendo el Programa Deportivo Barrial Orden del Dia 1269 (CD-32/05). Votacion en general y en particular,ninguna,1.25.17
628,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1370, Expediente S-828/04. Votacion en general y en particular",2005,2005-11-30,19:30:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",45,27,0,45,0,0,Dictamen en las modificaciones introducidas por la H. Camara de Diputados en el proyecto de ley que le fuera pasado en revisión creando tres Juzgados Nacionales de Ejecución Penal con asiento en la Capital Federal Orden del Dia 1370 (S-828/04). Votacion en general y en particular,ninguna,1.25.18
629,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1366, Expediente S-1047/05. Votacion en general y en particular",2005,2005-11-30,19:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",44,28,0,44,0,0,Dictamen en el proyecto de ley disponiendo la Acuñación de una moneda conmemorativa del centenario de la inauguración del edificio del Palacio del Congreso de la Nación Orden del Dia 1366 (S-1047/05). Votacion en general y en particular,ninguna,1.25.19
630,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 316, Expediente S-334/05. Votacion en general y en particular",2005,2005-11-30,19:33:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",45,27,0,45,0,0,Dictamen en el proyecto de ley instituyendo la Red Nacional de la Cultura por la Paz y la No Violencia Orden del Dia 316 (S-334/05). Votacion en general y en particular,ninguna,1.25.20
631,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 312, Expediente S-198/05. Votacion en general y en particular",2005,2005-11-30,19:33:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",44,28,0,44,0,0,Dictamen en el proyecto de ley declarando el 10 de Diciembre como Día de la Restauración de la Democracia Orden del Dia 312 (S-198/05). Votacion en general y en particular,ninguna,1.25.21
632,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 414, Expediente S-3265/04. Votacion en general y en particular",2005,2005-11-30,19:34:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",44,28,0,44,0,0,Dictamen en el proyecto de ley sobre Servicio Gratuito de Telegramas y Cartas Documento para el Cumplimiento de Cuotas Alimentarias Orden del Dia 414 (S-3265/04). Votacion en general y en particular,ninguna,1.25.22
633,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 826, Expediente CD-112/04. Votacion en general y en particular",2005,2005-11-30,19:35:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",44,28,0,44,0,0,"Dictamen en el proyecto de ley en revision estableciendo un Régimen que prohibe la fabricación, ensamblado e importación de pilas y baterias con agregado de mercurio, cadmio y plomo Orden del Dia 826 (CD-112/04). Votacion en general y en particular",ninguna,1.25.23
634,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1862, Expediente S-1098/04. Votacion en general y en particular",2005,2005-11-30,19:36:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",43,29,0,43,0,0,Dictamen en el proyecto de ley incorporando al Régimen de la ley 22351 a los Nuevos Parques Nacionales Orden del Dia 1862 (S-1098/04). Votacion en general y en particular,ninguna,1.25.24
635,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1353, Expediente S-4161/04 y S-77/05. Votacion en general y en particular",2005,2005-11-30,19:43:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",39,33,0,38,1,NA,"Dictamen en el proyecto de ley por el cual se modifica la ley 23592, sobre Discriminación. Orden del Dia 1353 (S-4161/04 y S-77/05). Votacion en general y en particular",ninguna,1.25.25
636,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 1253, Expediente S-1506/04. Votacion en general y en particular",2005,2005-11-30,19:47:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",38,34,0,38,0,NA,Dictamen en el proyecto de ley regulando la asistencia y continuidad del ciclo escolar por maternidad y paternidad Orden del Dia 1253 (S-1506/04). Votacion en general y en particular,ninguna,1.25.26
637,123° Período Legislativo - Ordinario - 24º Sesión,Expediente S-2165/05. Votacion en general y en particular,2005,2005-11-30,19:48:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",38,34,0,37,1,NA,Dictamen en el proyecto de ley sustituyendo el Art. 66 de la ley 20.744 Trabajo) respecto de la facultad de reclamar el restablecimiento de las condiciones contractuales originarias por parte del trabajador S-2165/05. Votacion en general y en particular,ninguna,1.25.27
638,123° Período Legislativo - Ordinario - 24º Sesión,Expediente S-2785/05. Votacion en general y en particular,2005,2005-11-30,19:51:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",39,33,0,39,0,NA,"Dictamen en el proyecto de ley transfiriendo un inmueble del Estado Nacional a favor del Municipio de Canals, Cordoba S-2785/05. Votacion en general y en particular",ninguna,1.25.28
639,123° Período Legislativo - Ordinario - 24º Sesión,"Orden del Dia 285, Expediente S-318/05. Votacion en general y en particular",2005,2005-11-30,19:53:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",41,31,0,41,0,NA,Proyecto de ley declarando Monumento Histórico - Artístico Nacional al Planetario Municipal de la Ciudad de Buenos Aires Galileo Galilei Orden del Dia 285 (S-318/05). Votacion en general y en particular,ninguna,1.25.29
640,123° Período Legislativo - Extraordinario - 1º Sesión,"Expediente 867-OV- 05, S-3969/05. Votacion en general y en particular",2005,2005-12-14,13:48:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",57,15,0,39,18,0,Comisión Bicameral de Seguimiento de las Facultades Delegadas al Poder Ejecutivo Nacional ley 25561en el Expediente 867 - 0 V -05 : UNIREN remite propuesta de renegociación contractual de la empresa Gas Natural Ban S.A. 867-OV - 05 (S - 3969/05). Votacion en general y en particular,ninguna,1.26.0
641,123° Período Legislativo - Extraordinario - 1º Sesión,"Expediente 763-OV- 05, S-3772/05. Votacion en general y en particular",2005,2005-12-14,13:49:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",57,15,0,39,18,0,Comisión Bicameral de Seguimiento de las Facultades Delegadas al Poder Ejecutivo Nacional ley 25561en el Expediente 763 - 0 V -05 : UNIREN remite propuesta de renegociación contractual de la empresa Autopista Ezeiza -Cañuelas S.A. (Aec S.A.) 763-OV - 05 (S - 3772/05). Votacion en general y en particular,ninguna,1.26.1
642,123° Período Legislativo - Extraordinario - 1º Sesión,"Expediente 868-OV- 05, S-3968/05. Votacion en general y en particular",2005,2005-12-14,13:50:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",57,15,0,37,20,0,Comisión Bicameral de Seguimiento de las Facultades Delegadas al Poder Ejecutivo Nacional ley 25561en el Expediente 868 - 0 V -05 : UNIREN remite propuesta de renegociación contractual de la empresa de Transporte de Energía por Distribución Troncal del Noroeste Argentino S.A. 868-OV - 05 (S - 3968/05). Votacion en general y en particular,ninguna,1.26.2
643,123° Período Legislativo - Extraordinario - 2º Sesión,Expediente PE-695/05 habilitación del tratamiento sobre tablas,2005,2005-12-21,12:24:00,Miembros presentes,Dos tercios,AFIRMATIVO,"SCIOLI, Daniel",61,11,0,44,17,NA,"Dictamen en el Mensaje N° 1600/05 y Decreto N° 1599/05, de Necesidad y Urgencia, modificando los Arts. 4°, 5° y 6° de la ley 23928, sobre afectacion de las reservas en oro y divisas extranjeras del Banco Central de la República Argentina. PE-695/05 habilitación del tratamiento sobre tablas",ninguna,1.27.0
644,123° Período Legislativo - Extraordinario - 2º Sesión,Expediente PE-695/05. Votacion en general y en particular,2005,2005-12-21,16:23:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",65,7,3,43,19,NA,"Dictamen en el Mensaje N° 1600/05 y Decreto N° 1599/05, de Necesidad y Urgencia, modificando los Arts. 4°, 5° y 6° de la ley 23928, sobre afectacion de las reservas en oro y divisas extranjeras del Banco Central de la República Argentina. PE-695/05. Votacion en general y en particular",ninguna,1.27.1
645,123° Período Legislativo - Extraordinario - 2º Sesión,Expediente PE-698/05 habilitación del tratamiento sobre tablas,2005,2005-12-21,16:25:00,Miembros presentes,Dos tercios,AFIRMATIVO,"SCIOLI, Daniel",65,7,0,46,19,NA,"Dictamen en el Mensaje Nº 1613/05 y Proyecto de ley prorrogando hasta el 31 de Diciembre de 2006, la vigencia de la ley 25561 y sus modificatorias. PE-698/05 habilitación del tratamiento sobre tablas",ninguna,1.27.2
646,123° Período Legislativo - Extraordinario - 2º Sesión,Expediente PE-698/05. Votacion en general y en particular,2005,2005-12-21,17:53:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"GUINLE, Marcelo Alejandro",58,14,0,39,19,0,"Dictamen en el Mensaje Nº 1613/05 y Proyecto de ley prorrogando hasta el 31 de Diciembre de 2006, la vigencia de la ley 25561 y sus modificatorias. PE-698/05. Votacion en general y en particular",ninguna,1.27.3
647,123° Período Legislativo - Extraordinario - 2º Sesión,Expediente S -. Expediente CD-59/05. Votacion en general y en particular,2005,2005-12-21,19:54:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",62,10,0,44,18,NA,Dictamen en el proyecto de ley en revision prorrogando hasta el 31 de Diciembre de 2009 la vigencia de la ley de Impuesto a las Ganancias ; Impuesto sobre los Bienes Personales ; Gravamen de Emergencia a los Premios de Determinados Juegos de Sorteo y Concursos Deportivos ; Regimen Simplificado para Pequeños Contribuyentes y sustituyendo una Expresion en el Art. 6º de la ley 23. 427 -Contribucion Especial sobre el Capital de las Cooperativas -. CD - 59/05. Votacion en general y en particular,ninguna,1.27.4
648,123° Período Legislativo - Extraordinario - 2º Sesión,Expediente CD-60/05. Votacion en general y en particular,2005,2005-12-21,19:57:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",62,10,0,44,18,NA,"Dictamen en el proyecto de ley en revision prorrogando hasta el 31 de Diciembre de 2006, Inclusive ; la suspensión de la exención establecida en el Art. 20 Inc. L) de la ley de Impuesto a las Ganancias ; el Impuesto sobre los Créditos y Débitos en Cuentas Bancarias y Otras Operatorias ; el Impuesto al Valor Agregado y el Impuesto Adicional de Emergencia sobre el Precio Final de Venta de Cigarrillos. CD - 60/05. Votacion en general y en particular",ninguna,1.27.5
649,123° Período Legislativo - Extraordinario - 2º Sesión,Expediente CD-69/05. Votacion en general y en particular,2005,2005-12-21,20:14:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",61,11,0,47,14,NA,"Proyecto de ley en revision aprobando el «Plan de Abastecimiento de Gasoil» y Eximiendo del Impuesto sobre la Importacion o Transferencia de Gasoil, Previsto en la ley 26028. CD-69/05. Votacion en general y en particular",ninguna,1.27.6
650,123° Período Legislativo - Extraordinario - 2º Sesión,"Orden del Dia 1626 y Anexos, Expediente PE-184/05. Votacion en general y en particular",2005,2005-12-22,02:12:00,Miembros del cuerpo,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",61,11,0,45,16,NA,Dictamen en el Mensaje Nº 646/04 y Proyecto de ley modificando la ley del Consejo de la Magistratura Orden del Dia 1626 y Anexos (PE-184/05). Votacion en general y en particular,ninguna,1.28.0
651,123° Período Legislativo - Extraordinario - 2º Sesión,"Orden del Dia 1627, Expediente CD-64/05 y Fe de Erratas. Votacion en general",2005,2005-12-22,17:43:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",51,21,0,38,13,NA,Dictamen en el proyecto de ley en revision sobre Presupuesto de la Administración Nacional para el Ejercicio 2006 Orden del Dia 1627 (CD-64/05 y Fe de Erratas). Votacion en general,ninguna,1.28.1
652,123° Período Legislativo - Extraordinario - 2º Sesión,"Orden del Dia 1627, Expediente CD-64/05 y Fe de Erratas. Votacion en particular Título I, Capítulo I-Artículos 1º a 7º",2005,2005-12-22,17:45:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",52,20,0,40,12,NA,"Dictamen en el proyecto de ley en revision sobre Presupuesto de la Administración Nacional para el Ejercicio 2006 Orden del Dia 1627 (CD-64/05 y Fe de Erratas). Votacion en particular Título I, Capítulo I - Artículos 1º a 7º",ninguna,1.28.2
653,123° Período Legislativo - Extraordinario - 2º Sesión,"Orden del Dia 1627, Expediente CD-64/05 y Fe de Erratas. Votacion en particular Título I, Capítulo Ii- Artículos 8º a 11º",2005,2005-12-22,17:46:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",52,20,0,36,16,NA,"Dictamen en el proyecto de ley en revision sobre Presupuesto de la Administración Nacional para el Ejercicio 2006 Orden del Dia 1627 (CD-64/05 y Fe de Erratas). Votacion en particular Título I, Capítulo Ii- Artículos 8º a 11º",ninguna,1.28.3
654,123° Período Legislativo - Extraordinario - 2º Sesión,"Orden del Dia 1627, Expediente CD-64/05 y Fe de Erratas. Votacion en particular Título I, Capítulos III a X-Artículos 12º a 78º",2005,2005-12-22,17:47:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",50,22,0,38,12,NA,"Dictamen en el proyecto de ley en revision sobre Presupuesto de la Administración Nacional para el Ejercicio 2006 Orden del Dia 1627 (CD-64/05 y Fe de Erratas). Votacion en particular Título I, Capítulos III a X - Artículos 12º a 78º","NEGRE DE ALONSO, Liliana Teresita, RODRIGUEZ SAA, Adolfo: NEGATIVO CAPÍTULO III; GONZALEZ DE DUHALDE, Hilda Beatriz: NEGATIVO CAPÍTULO IV Artículo 24",1.28.4
655,123° Período Legislativo - Extraordinario - 2º Sesión,"Orden del Dia 1627, Expediente CD-64/05 y Fe de Erratas. Votacion en particular Títulos II y III-Artículos 79º a 81º",2005,2005-12-22,17:48:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",51,21,0,39,12,NA,Dictamen en el proyecto de ley en revision sobre Presupuesto de la Administración Nacional para el Ejercicio 2006 Orden del Dia 1627 (CD-64/05 y Fe de Erratas). Votacion en particular Títulos II y III - Artículos 79º a 81º,ninguna,1.28.5
