X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
691,124º Período Ordinario - 19º Sesión Tablas - 26º Reunión,Exp. 86-S-05 - Orden del Día 754 - Votación en General.,2006,2006-08-16,21:33:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",185,72,0,129,55,NA,"Exp. 0086-S-05 - OD 754 - Revocación del carácter de las Leyes nominadas como secretas o reservadas, promulgadas hasta el presente, con sus respectivas Reglamentaciones - En General dictamen de la Mayoría",NA,13.23.5
692,124º Período Ordinario - 19º Sesión Tablas - 26º Reunión,Exp. 86-S-05 - Orden del Día 754 - Artículo 1,2006,2006-08-16,21:34:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",184,73,0,129,54,NA,"Exp. 0086-S-05 - OD 754 - Revocación del carácter de las Leyes nominadas como secretas o reservadas, promulgadas hasta el presente, con sus respectivas Reglamentaciones - Artículo 1º del dictamen de la Mayoría",NA,13.23.6
693,124º Período Ordinario - 19º Sesión Tablas - 26º Reunión,Exp. 86-S-05 - Orden del Día 754 - Artículo 2,2006,2006-08-16,21:35:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",184,73,0,129,54,NA,"Exp. 0086-S-05 - OD 754 - Revocación del carácter de las Leyes nominadas como secretas o reservadas, promulgadas hasta el presente, con sus respectivas Reglamentaciones - Artículo 2º del dictamen de la Mayoría",NA,13.23.7
694,124º Período Ordinario - 19º Sesión Tablas - 26º Reunión,Exp. 86-S-05 - Orden del Día 754 - Artículo 3.,2006,2006-08-16,21:36:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",184,73,3,128,52,NA,"Exp. 0086-S-05 - OD 754 - Revocación del carácter de las Leyes nominadas como secretas o reservadas, promulgadas hasta el presente, con sus respectivas Reglamentaciones - Artículo 3º del dictamen de la Mayoría",NA,13.23.8
695,124º Período Ordinario - 19º Sesión Tablas - 26º Reunión,Exp. 86-S-05 - Orden del Día 754 - Artículo 4,2006,2006-08-16,21:36:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",187,71,0,185,0,NA,"Exp. 0086-S-05 - OD 754 - Revocación del carácter de las Leyes nominadas como secretas o reservadas, promulgadas hasta el presente, con sus respectivas Reglamentaciones - Artículo 4º del dictamen de la Mayoría",NA,13.23.9
696,124º Período Ordinario - 19º Sesión Tablas - 26º Reunión,Exp. 86-S-05 - Orden del Día 754 - Artículo 5.,2006,2006-08-16,21:37:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",187,70,5,171,10,NA,"Exp. 0086-S-05 - OD 754 - Revocación del carácter de las Leyes nominadas como secretas o reservadas, promulgadas hasta el presente, con sus respectivas Reglamentaciones - Artículo 5º del dictamen de la Mayoría",NA,13.23.10
697,124º Período Ordinario - 19º Sesión Tablas - 26º Reunión,Exp. 2210-D-05 y otros - Ord. del Día 713 - Vot. en General.,2006,2006-08-16,22:49:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",171,86,0,169,1,NA,"Exp. 2210-D-05 - OD 713 - Creación del Programa Nacional para la Educación Sexual Integral en el ámbito del Ministerio de Educación, Ciencia y Tecnología - En General",NA,13.23.11
698,124º Período Ordinario - 19º Sesión Tablas - 26º Reunión,Exp. 2210-D-05 y otros - Orden del Día 713 - Artículo 5.,2006,2006-08-16,22:53:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",170,87,1,157,11,NA,"Exp. 2210-D-05 - OD 713 - Creación del Programa Nacional para la Educación Sexual Integral en el ámbito del Ministerio de Educación, Ciencia y Tecnología - Artículo 5º",NA,13.23.12
699,124º Período Ordinario - 19º Sesión Tablas - 26º Reunión,Exp. 259-D-06 - Orden del Día 769 - Votación en General.,2006,2006-08-16,23:01:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",167,90,0,166,0,NA,Exp. 0259-D-06 - OD 769 - Creación del Régimen para el Desarrollo de la ganadería de Camélidos Sudamericanos - En General,NA,13.23.13
700,124º Período Ordinario - 19º Sesión Tablas - 28º Reunión,Exp. 2681-D-06 - Orden del Día 798 - Votación en General.,2006,2006-08-30,18:00:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",141,116,2,138,0,NA,Exp. 2681-D-06 - OD 798 - Creación de un Juzgado Federal de Primera Instancia con asiento en la Ciudad Capital de la provincia de Corrientes - En General,NA,13.24.0
701,124º Período Ordinario - 19º Sesión Tablas - 28º Reunión,Exp. 117-S-06 - Votación en General.,2006,2006-08-30,20:22:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",145,112,21,111,12,NA,Exp. 0117-S-06 - Autorizar la entrada de Tropas Extranjeras al Territorio Nacional y la salida de el de Fuerzas Nacionales para participar del Programa de Ejercitaciones Combinadas desde el 01 de Septiembre de 2006 al 31 de Agosto de 2007 - En General,NA,13.24.1
702,124º Período Ordinario - 21º Sesión Tablas - 29º Reunión,Exp. 1062-D-06 - Orden del Día 721 - Votación en General.,2006,2006-09-06,18:01:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",166,93,7,156,0,NA,"Expediente 1062-D-06 - Orden del Día 721. Ley 24.522, de Concursos y Quiebras. Modificación del Artículo 13, sobre término para que se expida un Juez una vez presentado el pedido - En General",NA,13.25.0
703,124º Período Ordinario - 21º Sesión Tablas - 29º Reunión,Exp. 20-PE-05 - Orden del Día 794 - Votación en General.,2006,2006-09-06,18:02:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",170,87,5,164,0,NA,Expediente 20-PE-05 - Orden del Día 794. Creación de diez Juzgados Nacionales de Primera Instancia en lo Comercial de Capital Federal - En General,NA,13.25.1
704,124º Período Ordinario - 21º Sesión Tablas - 29º Reunión,Exp. 29-PE-05 - Orden del Día 795 - Votación en General.,2006,2006-09-06,18:04:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",171,86,11,159,0,NA,Expediente 29-PE-05 - Orden del Día 795. Sala en la Cámara Nacional de Apelaciones en lo Comercial de la Capital Federal. Creación - En General,NA,13.25.2
705,124º Período Ordinario - 21º Sesión Tablas - 29º Reunión,Exp. 271-S-04 - Orden del Día 796 - Votación en General.,2006,2006-09-06,18:05:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",172,85,15,156,0,NA,"Expediente 271-S-04 - Orden del Día 796. Ley 23.735, modificación por la que se amplía la competencia del Juzgado Federal Nro. 4 de Mar del Plata, Provincia de Buenos Aires - En General",NA,13.25.3
706,124º Período Ordinario - 21º Sesión Tablas - 29º Reunión,Exp. 2412-D-06 - Orden del Día 801 - Votación en General.,2006,2006-09-06,18:07:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",176,82,6,168,0,NA,Expediente 2412-D-06 - Orden del Día 801. Ley de equiparamiento de haberes de pensiones graciables. Establecimiento - En General,NA,13.25.4
707,124º Período Ordinario - 21º Sesión Tablas - 29º Reunión,Exp. 2631-D-06 - Orden del Día 835 - Votación en General.,2006,2006-09-06,18:08:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",173,86,11,159,0,NA,"Expediente 2631-D-06 - Orden del Día 835. Código Civil. Modificación del Artículo 990 del mismo, sobre los que no pueden ser testigos en los instrumentos públicos - En General",NA,13.25.5
708,124º Período Ordinario - 21º Sesión Tablas - 29º Reunión,Exp. 2199-D-05 - Orden del Día 722 - Votación en General.,2006,2006-09-06,18:19:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",156,101,3,140,12,NA,"Expediente 2199-D-05 - Orden del Día 722. Código Procesal Civil y Comercial de la Nación. Modificación de los Artículos 311, 315 y 316 del mismo - En General . Dictamen de Mayoría",NA,13.25.6
709,124º Período Ordinario - 21º Sesión Tablas - 29º Reunión,Exp. 3724-D-06 - Orden del Día 797 - Votación en General.,2006,2006-09-06,18:39:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",161,96,1,151,8,NA,"Expediente 3724-D-06 - Orden del Día 797. Ley 20.744, de Contrato de Trabajo. Incorporación del Artículo 17 Bis, sobre interpretación de las desigualdades existentes en la misma - En General",NA,13.25.7
710,124º Período Ordinario - 21º Sesión Tablas - 29º Reunión,Exp. 6397-D-05 - Votación en General.,2006,2006-09-06,18:42:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",158,100,2,154,0,NA,"Expediente 6397-D-05. De Ley. Modificación de la estructura del Juzgado Federal de Primera Instancia y creación de una Fiscalía de Primera Instancia, con asiento en la Ciudad de Quilmes, Provincia de Buenos Aires - En General",NA,13.25.8
711,124º Período Ordinario - 21º Sesión Tablas - 29º Reunión,Exp. 185-S-04. Votación en General.,2006,2006-09-06,18:46:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",149,108,10,138,0,NA,"Expediente 185-S-04. Proyecto de Ley en revisión por el cual se modifica la estructura del Juzgado Federal de Primera Instancia con asiento en la Ciudad de Villa Mercedes, Provincia de San Luis - En General",NA,13.25.9
712,124º Período Ordinario - 22º Sesión Tablas - 30º Reunión,Exp. 4403-D-06 - Orden del Día 826 - Votación en General.,2006,2006-09-13,18:28:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",176,83,0,138,35,NA,"Expediente 4403-D-06 - Orden del Día 826. De Ley. Impuesto al Valor Agregado - IVA, T.O. 1997 y sus modificatorias-. Modificaciones, sobre alícuota de la harina de trigo. En General",NA,13.26.0
713,124º Período Ordinario - 22º Sesión Tablas - 30º Reunión,Exp. 11-PE-05 - Orden del Día 1043 - Votación en General.,2006,2006-09-13,22:29:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",197,60,1,121,74,NA,Expediente 11-PE-05 - Orden del Día 1043. Mensaje Nro. 0487/05 del 18 de Mayo de 2005 y Proyecto de Ley tendiente a la creación de regímenes promociónales de exploración y explotación de hidrocarburos. Dictamen de Mayoría. En General,NA,13.26.1
714,124º Período Ordinario - 22º Sesión Tablas - 31º Reunión,Exp.494-D-06 (y otro) - O. del Día 884 - Votación en General,2006,2006-09-27,16:38:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",152,106,3,147,0,NA,Expediente 494-D-06 ( y otro ) - Orden del Día 884. De Ley. Leyes 17.818 y 19.303 de estupefacientes y psicotrópicos. Modificación. En General,NA,13.27.0
715,124º Período Ordinario - 22º Sesión Tablas - 31º Reunión,Exp. 3506-D-06 - Orden del Día 1116 - Votación en General.,2006,2006-09-27,17:27:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",168,89,13,133,21,NA,Expediente 3506-D-06 - Orden del Día 1116. De Ley. Cajeros Automáticos. Prohibición de su instalación en salas de juegos. En General,NA,13.27.1
716,124º Período Ordinario - 22º Sesión Tablas - 31º Reunión,Exp. 1598-D-06 - Orden del Día 1090 - Votación en General.,2006,2006-09-27,17:33:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",160,97,2,156,1,NA,"Expediente 1598-D-06 - Orden del Día 1090. De Ley. Terrenos pertenecientes al Estado Nacional, ubicados en el Partido de San Martín, Provincia de Buenos Aires. Transferencia de los mismos a título gratuito a la Universidad Nacional General San Martín. En General",NA,13.27.2
717,124º Período Ordinario - 22º Sesión Tablas - 31º Reunión,Exp. 2270-D-06 - Orden del Día 1128 - Votación en General.,2006,2006-09-27,17:36:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",168,89,5,160,2,NA,"Expediente 2270-D-06 - Orden del Día 1128. De Ley. Transferencia a título gratuito de un inmueble propiedad del Estado Nacional al Obispado de San Martín, Provincia de Buenos Aires. En General",NA,13.27.3
718,124º Período Ordinario - 22º Sesión Tablas - 31º Reunión,Exp. 481-D-05 - Orden del Día 756 - Votación en General.,2006,2006-09-27,17:38:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",167,92,9,155,0,NA,Expediente 481-D-05 - Orden del Día 756. Cajeros Automáticos. Establecimiento de un sistema apto para ser utilizado por personas con discapacidad. En General,NA,13.27.4
719,124º Período Ordinario - 22º Sesión Tablas - 31º Reunión,Exp. 6543-D-05 - Orden del Día 820 - Votación en General.,2006,2006-09-27,17:39:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",163,95,2,159,0,NA,"Expediente 6543-D-05 - Orden del Día 820. Ley 19.279. Modificación de su Artículo 8vo., sobre la facultad del Banco de la Nación Argentina de otorgar préstamos para la adquisición de automotores para personas con discapacidad. En General",NA,13.27.5
720,124º Período Ordinario - 22º Sesión Tablas - 31º Reunión,Exp. 140-S-05 - Orden del Día 832 - Votación en General.,2006,2006-09-27,17:41:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",163,95,8,153,0,NA,Expediente 140-S-05 - Orden del Día 832. Decisión del Consejo del Mercado Común del Mercosur 17/02 «Símbolos del Mercosur» suscripta en la Ciudad de Brasilia el día 06 de Diciembre de 2002. Aprobación. En General,NA,13.27.6
721,124º Período Ordinario - 22º Sesión Tablas - 31º Reunión,Exp. 21-S-05 - Orden del Día 833 - Votación en General.,2006,2006-09-27,17:43:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",164,94,8,154,0,NA,Expediente 21-S-05 - Orden del Día 833. Moneda en Conmemoración de los 100 años de permanencia de la República Argentina en la Antártida. En General,NA,13.27.7
722,124º Período Ordinario - 22º Sesión Tablas - 31º Reunión,Exp. 144-S-04 - Orden del Día 823 - Votación en General.,2006,2006-09-27,17:48:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",163,94,8,146,8,NA,"Expediente 144-S-04 - Orden del Día 823. Decreto Ley 17.671, sobre la acreditación de identidad de las personas (Artículo 81 de la Constitución Nacional). Modificación. En General",NA,13.27.8
723,124º Período Ordinario - 23º Sesión Tablas - 32º Reunión,Exp. 119-S-06 - Orden del Día 1125 - Votación en General.,2006,2006-09-27,18:50:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",151,106,1,149,0,NA,"Expediente 119-S-06 - Orden del Día 1125. Protocolo constitutivo del Parlamento del Mercosur, suscripto en Montevideo -República Oriental del Uruguay- el 9 de Diciembre de 2005. Aprobación. En General",NA,13.27.9
724,124º Período Ordinario - 23º Sesión Tablas - 32º Reunión,Exp. 152-S-06 - Orden del Día 1126 - Votación en General.,2006,2006-09-27,18:52:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",155,102,8,146,0,NA,Expediente 152-S-06 - Orden del Día 1126. Decisión del Consejo del Mercado Común del Sur Nro. 18/05. Incorporación de la misma al ordenamiento Jurídico Nacional a los efectos previstos en el Artículo 40 del Protocolo de Ouro Preto. En General,NA,13.27.10
725,124º Período Ordinario - 23º Sesión Tablas - 32º Reunión,Exp. 4402-D-06 - Votación en General.,2006,2006-09-27,18:54:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",154,106,3,146,1,NA,"Expediente 4402-D-06. De Ley. Declarar Capital Nacional del Mutualismo a la Ciudad de Rosario, Provincia de Santa Fé. En General",NA,13.27.11
726,124º Período Ordinario - 23º Sesión Tablas - 32º Reunión,Exp. 4241-D-05 Orden del Día 975 - Votación en General.,2006,2006-09-27,18:56:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",154,104,1,151,0,NA,"Expediente 4241-D-05 Orden del Día 975. De Ley. Ley 24.240, de Defensa del Consumidor. Incorporación de los Artículos 4 bis y 4ter, sobre colocación de balanzas y verificadores de precios. En General",NA,13.27.12
727,124º Período Ordinario - 23º Sesión Tablas - 32º Reunión,Exp. 421-D-06 - Orden del Día 843 - Votación en General.,2006,2006-09-27,18:57:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",152,106,8,142,0,NA,"Expediente 421-D-06 - Orden del Día 843. Leyenda «Precaución: El volumen alto causa daño auditivo irreversible», inscripción de la misma en los aparatos reproductores de audio portables con auriculares. En General",NA,13.27.13
728,124º Período Ordinario - 23º Sesión Tablas - 32º Reunión,Exp. 83-S-06 - Orden del Día 849 - Votación en General.,2006,2006-09-27,18:58:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",150,107,0,149,0,NA,"Expediente 83-S-06 - Orden del Día 849. Convenio de Santa Cruz de la Sierra constitutivo de la Secretaría General Iberoamericana, suscripto en La Paz, República de Bolivia, el 27 de Agosto de 2004 y el Estatuto de la Secretaría General Iberoamericana, aprobado en San José de Costa Rica, República de Costa Rica el 20 de Noviembre de 2004. Aprobación. En General",NA,13.27.14
729,124º Período Ordinario - 23º Sesión Tablas - 32º Reunión,Exp. 225-S-05 - Orden del Día 859 - Votación en General.,2006,2006-09-27,19:00:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",148,109,1,146,0,NA,"Expediente 225-S-05 - Orden del Día 859. Acuerdo de cooperación económica y comercial entre el gobierno de la República Argentina y el gobierno de la República de Corea, suscripto en Buenos Aires el 15 de Noviembre de 2004. Aprobación. En General",NA,13.27.15
730,124º Período Ordinario - 23º Sesión Tablas - 32º Reunión,Exp. 2296-D-06 - Orden del Día 932 - Votación en General.,2006,2006-09-27,19:01:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",149,108,7,141,0,NA,Expediente 2296-D-06 - Orden del Día 932. Año de homenaje a Homero Manzi. Declaración al año 2007 como tal. En General,NA,13.27.16
731,124º Período Ordinario - 23º Sesión Tablas - 32º Reunión,Exp. 84-S-06 (y otros) - O. del Día 856 - Vot. en General,2006,2006-09-27,19:02:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",150,107,4,145,0,NA,"Expediente 84-S-06 ( y otros ) - Orden del Día 856. Ley 22.802 de Lealtad Comercial. Modificación del Artículo 9no. bis, sobre la exhibición obligatoria en los comercios de carteles informativos referidos al redondeo a favor del cliente. En General",NA,13.27.17
732,124º Período Ordinario - 23º Sesión Tablas - 32º Reunión,Exp. 48-S-06 - Orden del Día 935 - Votación en General.,2006,2006-09-27,19:04:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",151,106,2,148,0,NA,Expediente 48-S-06 - Orden del Día 935. Día Nacional de Lucha contra el mal de Chagas-Mazza. Institución del mismo al día 09 de Noviembre de cada año. En General,NA,13.27.18
733,124º Período Ordinario - 23º Sesión Tablas - 32º Reunión,Exp. 85-S-06 - Orden del Día 1062 - Votación en General.,2006,2006-09-27,20:09:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",131,127,0,129,0,NA,"Expediente 85-S-06 - Orden del Día 1062. De Ley. Ley 21.526, texto según Ley 25.782, sobre regulación y exigencias que deben cumplimentar las Cajas de Crédito. Modificación. En General",NA,13.27.19
734,124º Período Ordinario - 24º Sesión Tablas - 33º Reunión,Exp. 69-S-05 - Orden del Día 1091 - Votación en General.,2006,2006-10-04,19:19:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",172,85,1,159,11,NA,Expediente 69-S-05 - Orden del Día 1091. De Ley. Régimen de Catastro Nacional. En General,NA,13.28.0
735,124º Período Ordinario - 24º Sesión Tablas - 33º Reunión,Exp. 270-S-04 - Orden del Día 674 - Votación en General.,2006,2006-10-04,19:35:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",147,111,6,139,0,NA,"Expediente 270-S-04 - Orden del Día 674. Decreto Ley 1285/58, de organización de la Justicia Nacional. Modificación del Artículo 18 de la misma. En General",NA,13.28.1
736,124º Período Ordinario - 24º Sesión Tablas - 33º Reunión,Exp. 26-PE-06 - Orden del Día 876 - Votación en General.,2006,2006-10-04,19:38:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",148,111,6,139,0,NA,"Expediente 26-PE-06 - Orden del Día 876. Fondos depositados en concepto de pago de tributos, intereses y multas, en bancos y entidades con quienes los organismos públicos celebren convenios de recaudación. Declaración de la intangibilidad de los mismos. En General",NA,13.28.2
737,124º Período Ordinario - 24º Sesión Tablas - 33º Reunión,Exp. 3152-D-06 - Orden del Día 993 - Votación en General.,2006,2006-10-04,19:39:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",149,110,3,143,0,NA,"Expediente 3152-D-06 - Orden del Día 993. Establecimiento forestal propiedad del Ejército Argentino en Puerto Península, Provincia de Misiones. Imposición al mismo con el nombre de «General Juan José Valle», y cuestiones conexas. En General",NA,13.28.3
738,124º Período Ordinario - 24º Sesión Tablas - 33º Reunión,Exp. 4203-D-06 - Orden del Día 1000 - Votación en General.,2006,2006-10-04,19:50:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",146,112,2,142,0,NA,Expediente 4203-D-06 - Orden del Día 1000. Ley 23.223. Modificación por la cual se restituye el grado a jefes y oficiales del Ejército pasados a retiro por Resolución del año 1980 del Ministerio de Defensa. En General,NA,13.28.4
739,124º Período Ordinario - 24º Sesión Tablas - 33º Reunión,Expediente 57-PE-05,2006,2006-10-04,20:50:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",147,110,3,92,51,NA,"Expediente 57-PE-05. Mensaje nro. 1278 del 19 de Octubre de 2005 y Proyecto de Ley por el cual se derogan diversos Artículos de la Ley 24.463 y sus modificatorias, Administración Nacional de la Seguridad Social, sobre sentencias en contra del ANSES. Aceptación de las modificaciones introducidas por el H. Senado.",NA,13.28.5
740,124º Período Ordinario - 24º Sesión Tablas - 33º Reunión,Apartamiento del Reglamento solicitado por el Dip. Rossi,2006,2006-10-04,22:32:00,Votos Emitidos,Tres cuartos,AFIRMATIVO,"BALESTRINI, Alberto",133,124,1,131,0,NA,Apartamiento del Reglamento para ingresar Proyecto de Ley sobre Emergencia Agropecuaria.,NA,13.28.6
741,124º Período Ordinario - 24º Sesión Tablas - 33º Reunión,Votación del Despacho de Cámara constituída en Comisión,2006,2006-10-04,22:41:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",134,123,0,106,27,NA,Votación del Despacho de Cámara constituida en Comisión del Proyecto de Ley sobre Emergencia Agropecuaria.,NA,13.28.7
742,124º Período Ordinario - 24º Sesión Tablas - 33º Reunión,Votación en General del Despacho de Comisión.,2006,2006-10-04,22:42:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",134,123,2,127,4,NA,Votación en General del Despacho de Comisión del Proyecto de Ley sobre Emergencia Agropecuaria. Proyecto de mayoría. En General,NA,13.28.8
743,124º Período Ordinario - 25º Sesión Tablas - 34º Reunión,Exp. 84-PE-05 - Orden del Día 1172 - Votación en General.,2006,2006-10-11,19:42:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",186,71,4,181,0,NA,Expediente 84-PE-05 - Orden del Día 1172. Ley 25.630 de campaña nacional para la prevención de malformaciones de nacimientos mediante la utilización de ácido fólico. Modificación. En General,NA,13.29.0
744,124º Período Ordinario - 25º Sesión Tablas - 34º Reunión,Exp. 222-S-05 - Orden del Día 1118 - Votación en General.,2006,2006-10-11,19:44:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",184,74,0,182,0,NA,"Expediente 222-S-05 - Orden del Día 1118. De Ley. Protocolo de la Convención de La Haya de 1954 para la protección de los bienes culturales en caso de conflicto armado, adoptado en La Haya -Reino de los Países Bajos- el 14 de Mayo de 1954. Aprobación. En General",NA,13.29.1
745,124º Período Ordinario - 25º Sesión Tablas - 34º Reunión,Exp. 84-D-05 - Orden del Día 1024 - Votación en General.,2006,2006-10-11,19:45:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",183,74,5,177,0,NA,Expediente 84-D-05 - Orden del Día 1024. Instalaciones que actualmente ocupa el Liceo Militar «General San Martín» en el partido homónimo de la Provincia de Buenos Aires. Declaración como Monumento Histórico Nacional. En General,NA,13.29.2
746,124º Período Ordinario - 25º Sesión Tablas - 34º Reunión,Exp. 38-S-06 - Orden del Día 1063 - Votación en General.,2006,2006-10-11,19:48:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",182,78,11,167,0,NA,"Expediente 38-S-06 - Orden del Día 1063. Predio ubicado en la avenida Regimiento 13 esquina Balcarce de la Ciudad de Toay, Provincia de la Pampa. Declaración como lugar histórico Nacional. En General",NA,13.29.3
747,124º Período Ordinario - 25º Sesión Tablas - 34º Reunión,Exp. 897-D-05 - Orden del Día 1066 - Votación en General.,2006,2006-10-11,19:49:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",184,75,9,171,1,NA,"Expediente 897-D-05 - Orden del Día 1066. Sede permanente de la Feria Nacional del Comahue a la Ciudad de Villa Regina, Provincia de Río Negro. Declaración. En General",NA,13.29.4
748,124º Período Ordinario - 25º Sesión Tablas - 34º Reunión,Exp. 107-S-06 - Orden del Día 1071 - Votación en General.,2006,2006-10-11,19:50:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",181,76,9,168,3,NA,"Expediente 107-S-06 - Orden del Día 1071. Ciudad de Resistencia, Provincia del Chaco como Capital Nacional de las Esculturas. Declaración. En General",NA,13.29.5
749,124º Período Ordinario - 25º Sesión Tablas - 34º Reunión,Exp. 2249-D-06 - Orden del Día 1008 - Votación en General.,2006,2006-10-11,19:56:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",156,102,5,139,10,NA,Expediente 2249-D-06 - Orden del Día 1008. De Ley. Régimen de fomento del conocimiento y respeto de los Símbolos Patrios. En General,NA,13.29.6
750,124º Período Ordinario - 25º Sesión Tablas - 34º Reunión,Exp. 2432-D-05 (y otro) - O. del Día 1023 - Vot. en General,2006,2006-10-11,20:25:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"VACA NARVAJA, Patricia",166,91,4,134,27,NA,"Expediente 2432-D-05 (y otro) - Orden del Día 1023. Ley 18.345, de organización y procedimiento de la Justicia Nacional del Trabajo. Modificación. En General",NA,13.29.7
751,124º Período Ordinario - 25º Sesión Tablas - 34º Reunión,Exp. 5864-D-06 - Orden del Día 1227 - Votación en General.,2006,2006-10-11,21:34:00,Votos Emitidos,Más de la mitad,AFIRMATIVO,"BALESTRINI, Alberto",153,104,1,151,0,NA,"Expediente 5864-D-06 - Orden del Día 1227. De Ley. Código Penal. Modificación, sobre delitos informáticos. En General",NA,13.29.8
752,124º Período Ordinario - 26º Sesión Tablas - 35º Reunión,Moción de tratamiento sobre tablas del Dip. Camaño Eduardo.,2006,2006-10-25,18:29:00,Votos Emitidos,Dos tercios,NEGATIVO,"BALESTRINI, Alberto",181,76,1,77,102,NA,Exp. 6192-D-06. Moción de tratamiento sobre tabla solicitada por el Dip. Camaño Eduardo.,NA,13.30.0
